"","ID","GB_ACC","Species Scientific Name","Gene Symbol","ENTREZ_GENE_ID","Gene Title"
"15527","216155_at","AK024543","Homo sapiens","","",""
"15528","216156_at","AK022897","Homo sapiens","RECK","8434","reversion-inducing-cysteine-rich protein with kazal motifs"
"15529","216157_at","AK024231","Homo sapiens","","",""
"15530","216158_at","AK024123","Homo sapiens","","",""
"15531","216159_s_at","AK023757","Homo sapiens","","",""
"15532","216160_at","AK024231","Homo sapiens","","",""
"15533","216161_at","AK024128","Homo sapiens","SBNO1","55206","strawberry notch homolog 1 (Drosophila)"
"15534","216162_at","AK024128","Homo sapiens","SBNO1","55206","strawberry notch homolog 1 (Drosophila)"
"15535","216163_at","AK025086","Homo sapiens","","",""
"15536","216164_at","AK024867","Homo sapiens","LRRN2","10446","leucine rich repeat neuronal 2"
"15537","216165_at","AK025650","Homo sapiens","GARNL3","84253","GTPase activating Rap/RanGAP domain-like 3"
"15538","216166_at","AK024909","Homo sapiens","","",""
"15539","216167_at","AK024867","Homo sapiens","LRRN2","10446","leucine rich repeat neuronal 2"
"15540","216168_at","AK024909","Homo sapiens","","",""
"15541","216169_at","AK025430","Homo sapiens","","",""
"15542","216170_at","AK025271","Homo sapiens","","",""
"15543","216171_at","AK025271","Homo sapiens","","",""
"15544","216172_at","AK025114","Homo sapiens","","",""
"15545","216173_at","AK025360","Homo sapiens","","",""
"15546","216174_at","AK025343","Homo sapiens","HCRP1","387535","hepatocellular carcinoma-related HCRP1"
"15547","216175_at","AK025276","Homo sapiens","","",""
"15548","216176_at","AK025343","Homo sapiens","HCRP1","387535","hepatocellular carcinoma-related HCRP1"
"15549","216177_at","AW582267","Homo sapiens","","",""
"15550","216178_x_at","AA215854","Homo sapiens","ITGB1","3688","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"15551","216179_x_at","AK027173","Homo sapiens","","",""
"15552","216180_s_at","AK026758","Homo sapiens","SYNJ2","8871","synaptojanin 2"
"15553","216181_at","AK026758","Homo sapiens","SYNJ2","8871","Synaptojanin 2"
"15554","216182_at","AK026758","Homo sapiens","SYNJ2","8871","Synaptojanin 2"
"15555","216183_at","AL512703","Homo sapiens","TGM2","7052","transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)"
"15556","216184_s_at","AF263310","Homo sapiens","RIMS1","22999","regulating synaptic membrane exocytosis 1"
"15557","216185_at","BC001879","Homo sapiens","FUT9","10690","Fucosyltransferase 9 (alpha (1,3) fucosyltransferase)"
"15558","216186_at","T90013","Homo sapiens","","",""
"15559","216187_x_at","AF222691","Homo sapiens","","",""
"15560","216188_at","BC002892","Homo sapiens","MYCNOS","10408","v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian) opposite strand"
"15561","216189_at","BC002465","Homo sapiens","LOC100289109","100289109","Hypothetical protein LOC100289109"
"15562","216190_x_at","AA215854","Homo sapiens","ITGB1","3688","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"15563","216191_s_at","X72501","Homo sapiens","TRDV3","28516","T cell receptor delta variable 3"
"15564","216192_at","AL512688","Homo sapiens","FABP7","2173","fatty acid binding protein 7, brain"
"15565","216193_at","X69637","Homo sapiens","","",""
"15566","216194_s_at","AD001527","Homo sapiens","TBCB","1155","tubulin folding cofactor B"
"15567","216195_at","AF131823","Homo sapiens","ANK2","287","Ankyrin 2, neuronal"
"15568","216196_at","X69637","Homo sapiens","","",""
"15569","216197_at","AK021569","Homo sapiens","ATF7IP","55729","activating transcription factor 7 interacting protein"
"15570","216198_at","AK021569","Homo sapiens","ATF7IP","55729","activating transcription factor 7 interacting protein"
"15571","216199_s_at","AL109942","Homo sapiens","MAP3K4","4216","mitogen-activated protein kinase kinase kinase 4"
"15572","216200_at","AK025379","Homo sapiens","PLEKHM1","9842","pleckstrin homology domain containing, family M (with RUN domain) member 1"
"15573","216201_at","AK025239","Homo sapiens","","",""
"15574","216202_s_at","U15555","Homo sapiens","SPTLC2","9517","serine palmitoyltransferase, long chain base subunit 2"
"15575","216203_at","U15555","Homo sapiens","SPTLC2","9517","serine palmitoyltransferase, long chain base subunit 2"
"15576","216204_at","BC005092","Homo sapiens","COMT","1312","Catechol-O-methyltransferase"
"15577","216205_s_at","AK021947","Homo sapiens","MFN2","9927","mitofusin 2"
"15578","216206_x_at","BC005365","Homo sapiens","MAP2K7","5609","mitogen-activated protein kinase kinase 7"
"15579","216207_x_at","AW408194","Homo sapiens","IGKC /// IGKV1-5 /// IGKV1D-8 /// LOC652493 /// LOC652694","28299 /// 28904 /// 3514 /// 652493 /// 652694","immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5 /// immunoglobulin kappa variable 1D-8 /// ig kappa chain V-I region HK102-like /// similar to Ig kappa chain V-I region HK102 precursor"
"15580","216208_s_at","AU117487","Homo sapiens","ATF6B","1388","activating transcription factor 6 beta"
"15581","216209_at","AL137270","Homo sapiens","LOC400084","400084","hypothetical LOC400084"
"15582","216210_x_at","AA046650","Homo sapiens","TRIOBP","11078","TRIO and F-actin binding protein"
"15583","216211_at","AL049233","Homo sapiens","","",""
"15584","216212_s_at","AJ010395","Homo sapiens","DKC1","1736","dyskeratosis congenita 1, dyskerin"
"15585","216213_at","AF155113","Homo sapiens","NEK1","4750","NIMA (never in mitosis gene a)-related kinase 1"
"15586","216214_at","AF070602","Homo sapiens","","",""
"15587","216215_s_at","AL049748","Homo sapiens","RBFOX2","23543","RNA binding protein, fox-1 homolog (C. elegans) 2"
"15588","216216_at","AL122074","Homo sapiens","SLIT3","6586","slit homolog 3 (Drosophila)"
"15589","216217_at","AK023546","Homo sapiens","PLCL2","23228","phospholipase C-like 2"
"15590","216218_s_at","AK023546","Homo sapiens","PLCL2","23228","phospholipase C-like 2"
"15591","216219_at","AL137716","Homo sapiens","AQP6","363","aquaporin 6, kidney specific"
"15592","216220_s_at","X68485","Homo sapiens","ADORA1","134","adenosine A1 receptor"
"15593","216221_s_at","D87078","Homo sapiens","PUM2","23369","pumilio homolog 2 (Drosophila)"
"15594","216222_s_at","AI561354","Homo sapiens","MYO10","4651","myosin X"
"15595","216223_at","J05158","Homo sapiens","CPN2","1370","carboxypeptidase N, polypeptide 2"
"15596","216224_s_at","AK024083","Homo sapiens","HDAC6","10013","histone deacetylase 6"
"15597","216225_at","R37427","Homo sapiens","","",""
"15598","216226_at","Y09321","Homo sapiens","TAF4B","6875","TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa"
"15599","216227_at","X81001","Homo sapiens","HCG2P7","80867","HLA complex group 2 pseudogene 7"
"15600","216228_s_at","AK001538","Homo sapiens","WDHD1","11169","WD repeat and HMG-box DNA binding protein 1"
"15601","216229_x_at","X81001","Homo sapiens","HCG2P7","80867","HLA complex group 2 pseudogene 7"
"15602","216230_x_at","M59917","Homo sapiens","SMPD1","6609","sphingomyelin phosphodiesterase 1, acid lysosomal"
"15603","216231_s_at","AW188940","Homo sapiens","B2M","567","beta-2-microglobulin"
"15604","216232_s_at","AI697055","Homo sapiens","GCN1L1","10985","GCN1 general control of amino-acid synthesis 1-like 1 (yeast)"
"15605","216233_at","Z22970","Homo sapiens","CD163","9332","CD163 molecule"
"15606","216234_s_at","M80335","Homo sapiens","PRKACA","5566","protein kinase, cAMP-dependent, catalytic, alpha"
"15607","216235_s_at","S81545","Homo sapiens","EDNRA","1909","endothelin receptor type A"
"15608","216236_s_at","AL110298","Homo sapiens","SLC2A14 /// SLC2A3","144195 /// 6515","solute carrier family 2 (facilitated glucose transporter), member 14 /// solute carrier family 2 (facilitated glucose transporter), member 3"
"15609","216237_s_at","AA807529","Homo sapiens","MCM5","4174","minichromosome maintenance complex component 5"
"15610","216238_s_at","BG545288","Homo sapiens","FGB","2244","fibrinogen beta chain"
"15611","216239_at","U87408","Homo sapiens","BBS9","27241","Bardet-Biedl syndrome 9"
"15612","216240_at","M34428","Homo sapiens","PVT1","5820","Pvt1 oncogene (non-protein coding)"
"15613","216241_s_at","X57198","Homo sapiens","TCEA1","6917","transcription elongation factor A (SII), 1"
"15614","216242_x_at","AW402635","Homo sapiens","POLR2J2","246721","polymerase (RNA) II (DNA directed) polypeptide J2"
"15615","216243_s_at","BE563442","Homo sapiens","IL1RN","3557","interleukin 1 receptor antagonist"
"15616","216244_at","BE563442","Homo sapiens","IL1RN","3557","interleukin 1 receptor antagonist"
"15617","216245_at","BE563442","Homo sapiens","IL1RN","3557","interleukin 1 receptor antagonist"
"15618","216246_at","AF113008","Homo sapiens","","",""
"15619","216247_at","AF113008","Homo sapiens","","",""
"15620","216248_s_at","S77154","Homo sapiens","NR4A2","4929","nuclear receptor subfamily 4, group A, member 2"
"15621","216249_at","M34428","Homo sapiens","PVT1","5820","Pvt1 oncogene (non-protein coding)"
"15622","216250_s_at","X77598","Homo sapiens","LPXN","9404","leupaxin"
"15623","216251_s_at","BF965437","Homo sapiens","TTLL12","23170","tubulin tyrosine ligase-like family, member 12"
"15624","216252_x_at","Z70519","Homo sapiens","FAS","355","Fas (TNF receptor superfamily, member 6)"
"15625","216253_s_at","N73272","Homo sapiens","PARVB","29780","parvin, beta"
"15626","216254_at","N73272","Homo sapiens","PARVB","29780","parvin, beta"
"15627","216255_s_at","AC000099","Homo sapiens","GRM8","2918","glutamate receptor, metabotropic 8"
"15628","216256_at","AC000099","Homo sapiens","GRM8","2918","glutamate receptor, metabotropic 8"
"15629","216257_at","BE148534","Homo sapiens","SERPINB13","5275","serpin peptidase inhibitor, clade B (ovalbumin), member 13"
"15630","216258_s_at","BE148534","Homo sapiens","SERPINB13","5275","serpin peptidase inhibitor, clade B (ovalbumin), member 13"
"15631","216259_at","U85992","Homo sapiens","","",""
"15632","216260_at","AK001827","Homo sapiens","DICER1","23405","dicer 1, ribonuclease type III"
"15633","216261_at","AI151479","Homo sapiens","ITGB3","3690","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
"15634","216262_s_at","AL050318","Homo sapiens","TGIF2","60436","TGFB-induced factor homeobox 2"
"15635","216263_s_at","AK022215","Homo sapiens","NGDN","25983","neuroguidin, EIF4E binding protein"
"15636","216264_s_at","X79683","Homo sapiens","LAMB2","3913","laminin, beta 2 (laminin S)"
"15637","216265_x_at","AI292276","Homo sapiens","MYH7","4625","myosin, heavy chain 7, cardiac muscle, beta"
"15638","216266_s_at","AK025637","Homo sapiens","ARFGEF1","10565","ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)"
"15639","216267_s_at","BF034906","Homo sapiens","TMEM115","11070","transmembrane protein 115"
"15640","216268_s_at","U77914","Homo sapiens","JAG1","182","jagged 1"
"15641","216269_s_at","M24782","Homo sapiens","ELN","2006","elastin"
"15642","216270_at","AF209931","Homo sapiens","ILVBL","10994","ilvB (bacterial acetolactate synthase)-like"
"15643","216271_x_at","AC004794","Homo sapiens","SYDE1","85360","synapse defective 1, Rho GTPase, homolog 1 (C. elegans)"
"15644","216272_x_at","AF209931","Homo sapiens","SYDE1","85360","synapse defective 1, Rho GTPase, homolog 1 (C. elegans)"
"15645","216273_at","X78931","Homo sapiens","ZNF460","10794","zinc finger protein 460"
"15646","216274_s_at","N99438","Homo sapiens","SEC11A","23478","SEC11 homolog A (S. cerevisiae)"
"15647","216275_at","AK023540","Homo sapiens","BUB1","699","budding uninhibited by benzimidazoles 1 homolog (yeast)"
"15648","216276_s_at","X89657","Homo sapiens","ADAM3A","1587","ADAM metallopeptidase domain 3A"
"15649","216277_at","AU156551","Homo sapiens","BUB1","699","budding uninhibited by benzimidazoles 1 homolog (yeast)"
"15650","216278_at","AL109705","Homo sapiens","","",""
"15651","216279_at","X78931","Homo sapiens","ZNF460","10794","zinc finger protein 460"
"15652","216280_s_at","AK001827","Homo sapiens","DICER1","23405","dicer 1, ribonuclease type III"
"15653","216281_at","AK001827","Homo sapiens","DICER1","23405","dicer 1, ribonuclease type III"
"15654","216282_x_at","AJ224143","Homo sapiens","POLR2C","5432","polymerase (RNA) II (DNA directed) polypeptide C, 33kDa"
"15655","216283_s_at","X64116","Homo sapiens","PVR","5817","poliovirus receptor"
"15656","216284_at","AK024123","Homo sapiens","","",""
"15657","216285_at","AL137713","Homo sapiens","DGCR14","8220","DiGeorge syndrome critical region gene 14"
"15658","216286_at","AV760769","Homo sapiens","","",""
"15659","216287_at","AK021930","Homo sapiens","","",""
"15660","216288_at","AU159276","Homo sapiens","CYSLTR1","10800","cysteinyl leukotriene receptor 1"
"15661","216289_at","AU148039","Homo sapiens","GPR144","347088","G protein-coupled receptor 144"
"15662","216290_x_at","AK000864","Homo sapiens","","",""
"15663","216291_at","AK021474","Homo sapiens","ZNF440","126070","Zinc finger protein 440"
"15664","216292_at","AK024455","Homo sapiens","","",""
"15665","216293_at","X81636","Homo sapiens","CLTA","1211","Clathrin, light chain (Lca)"
"15666","216294_s_at","AL137254","Homo sapiens","KIAA1109","84162","KIAA1109"
"15667","216295_s_at","X81636","Homo sapiens","CLTA","1211","clathrin, light chain A"
"15668","216296_at","X81636","Homo sapiens","CLTA","1211","clathrin, light chain A"
"15669","216297_at","AL049314","Homo sapiens","","",""
"15670","216298_at","AL580863","Homo sapiens","TRGV5","6978","T cell receptor gamma variable 5"
"15671","216299_s_at","AK022829","Homo sapiens","XRCC3","7517","X-ray repair complementing defective repair in Chinese hamster cells 3"
"15672","216300_x_at","BE383139","Homo sapiens","RARA","5914","retinoic acid receptor, alpha"
"15673","216301_at","AW405975","Homo sapiens","LOC100287927","100287927","hypothetical LOC100287927"
"15674","216302_at","AL022101","Homo sapiens","HNRNPC /// HNRNPCL1 /// LOC440563 /// LOC649330","3183 /// 343069 /// 440563 /// 649330","heterogeneous nuclear ribonucleoprotein C (C1/C2) /// heterogeneous nuclear ribonucleoprotein C-like 1 /// heterogeneous nuclear ribonucleoprotein C-like /// heterogeneous nuclear ribonucleoprotein C-like"
"15675","216303_s_at","AK023451","Homo sapiens","MTMR1","8776","myotubularin related protein 1"
"15676","216304_x_at","AJ295618","Homo sapiens","YME1L1","10730","YME1-like 1 (S. cerevisiae)"
"15677","216305_s_at","AC005034","Homo sapiens","C2orf3","6936","chromosome 2 open reading frame 3"
"15678","216306_x_at","X62006","Homo sapiens","PTBP1","5725","polypyrimidine tract binding protein 1"
"15679","216307_at","AB018261","Homo sapiens","DGKB","1607","diacylglycerol kinase, beta 90kDa"
"15680","216308_x_at","AK026752","Homo sapiens","GRHPR","9380","glyoxylate reductase/hydroxypyruvate reductase"
"15681","216309_x_at","AF072467","Homo sapiens","JRK","8629","jerky homolog (mouse)"
"15682","216310_at","AK024376","Homo sapiens","TAOK1","57551","TAO kinase 1"
"15683","216311_at","AI206718","Homo sapiens","LOC100509661 /// OVOL3","100509661 /// 728361","putative transcription factor Ovo-like 2-like /// ovo-like 3 (Drosophila)"
"15684","216312_at","AW615612","Homo sapiens","ATP2B3","492","ATPase, Ca++ transporting, plasma membrane 3"
"15685","216313_at","AF152527","Homo sapiens","PCDHB17","54661","protocadherin beta 17 pseudogene"
"15686","216314_at","X95238","Homo sapiens","CRISP1","167","cysteine-rich secretory protein 1"
"15687","216315_x_at","AL121873","Homo sapiens","TMEM189-UBE2V1 /// UBE2V1","387522 /// 7335","TMEM189-UBE2V1 readthrough /// ubiquitin-conjugating enzyme E2 variant 1"
"15688","216316_x_at","X78713","Homo sapiens","GK /// GK3P","2710 /// 2713","glycerol kinase /// glycerol kinase 3 pseudogene"
"15689","216317_x_at","X63095","Homo sapiens","RHCE","6006","Rh blood group, CcEe antigens"
"15690","216318_at","S55735","Homo sapiens","IGHA1","3493","Immunoglobulin heavy constant alpha 1"
"15691","216319_at","AK022686","Homo sapiens","","",""
"15692","216320_x_at","U37055","Homo sapiens","MST1","4485","macrophage stimulating 1 (hepatocyte growth factor-like)"
"15693","216321_s_at","X03348","Homo sapiens","NR3C1","2908","nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
"15694","216322_at","D28586","Homo sapiens","CD58","965","CD58 molecule"
"15695","216323_x_at","K03460","Homo sapiens","TUBA3D","113457","tubulin, alpha 3d"
"15696","216324_at","Z21967","Homo sapiens","","",""
"15697","216325_x_at","AF217796","Homo sapiens","RTEL1","51750","regulator of telomere elongation helicase 1"
